-9.554466726726265069e-01,1.703284022253208851e+00,nan
-2.027304738418828745e+00,7.950304457615917642e-01,1.399999999999999911e+00
-2.287228439362856580e+00,8.107667401997742385e-01,1.399999999999999911e+00
-2.432215995746537018e+00,5.169335153850412867e-01,1.399999999999999911e+00
-2.447502387139742108e+00,4.616574376195341500e-01,1.399999999999999911e+00
-2.449010849341775486e+00,4.385398445098531717e-01,2.394647598266601007e-01
-2.483747914570464843e+00,2.077227327945358470e-01,6.999999999999999556e-01
-2.498502068091581041e+00,7.830421501053348721e-02,1.399999999999999911e+00
-2.499708694559495736e+00,3.517310228256420590e-02,6.999999999999999556e-01
-2.499708694559495736e+00,3.517310228256420590e-02,0.000000000000000000e+00
-2.499903064419423337e+00,1.477812226168185965e-02,6.999999999999999556e-01
-2.499907818719745656e+00,1.742449683444352929e-02,6.999999999999999556e-01
-2.499980415666574363e+00,7.309572650066162650e-03,6.999999999999999556e-01
-2.499990309170573077e+00,5.934519958343093329e-03,1.562916704435496795e+00
-2.499998513998233030e+00,2.466346427693992972e-03,6.999999999999999556e-01
-2.499998513998233030e+00,2.466346427693992972e-03,0.000000000000000000e+00
-2.499999643958931372e+00,1.029901456165309903e-03,6.999999999999999556e-01
-2.499999643958931372e+00,1.029901456165309903e-03,0.000000000000000000e+00
-2.499999875608554856e+00,5.526738436283071309e-04,6.999999999999999556e-01
-2.499999930872339959e+00,5.374536863317424347e-04,1.242974853515625089e+00
-2.499999983996207931e+00,2.142507292172900169e-04,6.999999999999999556e-01
-2.499999984058411062e+00,2.212193912040125816e-04,1.181759357452392412e-01
-2.499999993936200759e+00,1.150369230684641681e-04,6.999999999999999556e-01
-2.499999996953226056e+00,1.118484182305752437e-04,1.612952125837910700e+00
-2.499999999455250421e+00,4.169780997912031240e-05,7.000001430511474387e-01
-2.499999999456222977e+00,4.241564360401548661e-05,7.113647460937498612e-02
-2.499999999827548613e+00,2.095249988236614770e-05,6.999999999999999556e-01
-2.499999999881477031e+00,2.205191774712143471e-05,1.041796874999999734e+00
-2.499999999899079395e+00,2.021089740865024414e-05,1.041796874999999734e+00
-2.499999999899079395e+00,2.021089740865024414e-05,0.000000000000000000e+00
-2.499999999979374721e+00,9.126766536488365488e-06,6.999999999999999556e-01
-2.499999999979375165e+00,9.126819662050301873e-06,1.068115234374999932e-05
-2.499999999993786748e+00,4.095815947861405574e-06,7.000002861022949219e-01
-2.499999999993852029e+00,4.328089187380253381e-06,1.968749999999999667e-01
-2.499999999997639666e+00,2.183112156495498979e-06,7.000640869140625222e-01
-2.499999999999085176e+00,1.907658153020696079e-06,1.986732696929769171e+00
-2.499999999999841904e+00,7.314632648989839609e-07,6.999999999999999556e-01
-2.499999999999841904e+00,7.314632648989839609e-07,0.000000000000000000e+00
-2.499999999999958256e+00,3.357257796404549427e-07,6.999999999999999556e-01
-2.499999999999967137e+00,3.598106474201210444e-07,6.999999999999999556e-01
-2.499999999999994671e+00,1.436080886033808225e-07,6.999999999999999556e-01
-2.499999999999995115e+00,1.577021767578599603e-07,3.499999999999999778e-01
-2.499999999999999556e+00,6.430860787677288363e-08,6.999999999999999556e-01
-2.499999999999999556e+00,6.430860787677288363e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,8.499954223632812944e-01
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
-2.500000000000000444e+00,4.681314374989720696e-08,0.000000000000000000e+00
