,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,6.385447407584742e-08,5.333477784579164e-16,4.445276764052518e-16,6.247182601190591e-16,5.55195407281268e-16,3.14048781429453e-16
