,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,5.5689749809213555e-08,5.333477784579164e-16,4.05506109808016e-16,6.686494661999438e-16,5.55195407281268e-16,3.14048781429453e-16
