,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,1.2825207087424808e-11,5.333477784579164e-16,4.460968709349678e-16,2.139175060306075e-17,5.55195407281268e-16,3.14048781429453e-16
