,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,1.2564967380576492e-08,5.333477784579164e-16,4.446043168859846e-16,8.75829266522472e-16,5.55195407281268e-16,3.14048781429453e-16
