,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,1.60249086888336e-13,5.333477784579164e-16,3.140475984841531e-16,2.4521242822232236e-16,5.55195407281268e-16,3.14048781429453e-16
