,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,5.299341622540043e-14,5.333477784579164e-16,4.441482053692988e-16,2.5919380263290687e-16,5.55195407281268e-16,3.14048781429453e-16
