,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,4.2298805164398465e-16,5.333477784579164e-16,1.6120840356451728e-16,6.075397927788066e-18,5.55195407281268e-16,3.14048781429453e-16
