,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,4.936689271273136e-14,5.333477784579164e-16,3.1687352740182056e-16,2.4918920989102893e-16,5.55195407281268e-16,3.14048781429453e-16
