,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,3.742979559083475e-08,5.333477784579164e-16,4.458603732030643e-16,1.0414562067336446e-16,5.55195407281268e-16,3.14048781429453e-16
