,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,1.4691391808520163e-11,1.9740696761127865e-11,3.6063584819572357e-14,3.5599945481356246e-14,1.0539454020627383e-13,1.0626194490868908e-13
