,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,1.4276032795113156e-11,1.918046493162728e-11,3.6046700910210194e-14,3.5943920340769115e-14,1.0297634697319937e-13,1.0332481101503665e-13
