,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,4.5259111420369667e-14,7.886077679529776e-14,1.2268836220722953e-15,1.2085005060743103e-15,3.0956047093619417e-15,3.190699000928409e-15
