,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,6.145692778868539e-14,7.130632670066935e-14,1.3879363521970631e-15,1.4464996065995604e-15,2.476496001300419e-15,2.5258232448207963e-15
