,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,4.1939861835750686e-14,6.893738152396701e-14,1.3887732580928204e-15,1.3702907002305834e-15,3.3499646313818363e-15,2.102320676076102e-15
