,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,9.433889873204144e-14,1.1320616034420706e-13,9.930093319835482e-16,9.47948158696058e-16,2.5989623532315978e-15,3.259343308836049e-15
