,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,1.1047119956931313e-12,1.2786534239669897e-12,7.531008122589048e-15,7.70225914006825e-15,1.8347963553899356e-14,2.0181129930977666e-14
