,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,1.1141477229839827e-12,1.235455953654133e-12,7.211818038655201e-15,7.631090281853753e-15,1.924112552073037e-14,1.8295039291183153e-14
