,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,4.6394125449331436e-14,6.334339254624092e-14,1.3045630487985732e-15,8.769702936164245e-16,2.6027220296979056e-15,3.666500557402955e-15
