,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,1.4581001324696333e-11,2.017058739828128e-11,3.5615016600928096e-14,3.58871235077425e-14,1.0910340743176432e-13,1.0916921844334009e-13
