,norm_prop,norm_conv,norm_prop_IU,norm_prop_IV,norm_conv_IU0,norm_conv_IV0
0,1.4293628415642558e-11,1.9581951975231124e-11,3.606823309219133e-14,3.5996271618135616e-14,1.0554513885798167e-13,1.0564378503659027e-13
